cps19_gender,cps19_yob,cps19_province,cps19_education,cps19_interest_elxn_1,cps19_v_likely,cps19_votechoice
2,76,22,9,3,3,NA
1,56,22,9,8,1,2
1,41,22,8,10,1,2
1,73,15,9,9,2,3
2,73,25,5,2,1,2
2,64,15,11,9,1,3
1,78,22,8,6,2,1
1,48,15,8,10,1,5
1,38,14,9,9,1,2
1,77,22,8,7,NA,NA
2,37,22,6,9,1,9
1,61,24,7,8,2,1
2,76,22,9,6,1,1
2,77,22,9,10,1,3
2,76,24,9,8,1,3
2,44,22,6,0,4,NA
2,67,24,10,7,1,9
2,36,14,5,9,1,2
2,46,22,5,8,2,2
1,31,16,9,10,1,2
2,29,15,10,NA,1,3
2,32,14,6,10,2,9
1,55,16,6,9,1,2
1,50,22,7,10,1,6
1,64,24,8,7,1,9
1,80,22,6,7,1,2
2,41,15,5,4,1,1
1,64,14,10,NA,2,3
2,57,14,11,7,1,2
1,43,14,7,10,1,2
2,41,22,6,8,1,5
2,17,22,9,10,1,1
1,30,14,7,10,1,2
2,67,22,10,7,NA,NA
2,69,15,9,10,1,3
1,35,24,8,9,1,5
2,21,22,4,8,1,1
1,29,24,9,9,1,3
2,43,14,8,10,1,2
2,21,24,9,6,NA,NA
2,70,15,8,6,2,3
2,51,15,7,7,2,1
1,39,15,6,10,2,1
1,48,14,9,6,1,3
2,71,22,7,7,1,2
1,12,24,9,4,2,9
2,44,22,6,10,1,1
2,70,16,4,10,1,1
2,52,24,5,8,1,6
2,65,14,9,4,1,2
1,56,22,7,NA,1,3
2,38,22,9,7,1,5
1,51,15,5,8,1,3
1,32,14,6,7,1,2
1,48,25,9,3,1,1
1,66,15,9,6,1,5
2,41,22,5,8,1,9
2,64,24,9,7,1,1
1,74,22,6,9,NA,NA
2,61,22,9,7,1,1
2,52,22,6,7,2,1
2,69,24,7,5,1,5
2,33,14,6,9,1,2
2,57,15,7,8,1,9
2,42,24,6,6,1,4
1,21,15,11,10,1,2
2,66,22,9,7,1,3
1,34,14,8,8,2,9
1,35,22,7,5,2,1
1,42,24,4,10,1,4
1,68,15,11,NA,2,1
1,29,14,6,10,1,2
2,59,22,6,8,1,3
2,43,16,8,4,3,NA
1,21,24,3,8,1,1
2,64,22,7,6,1,1
1,53,15,7,10,1,2
1,41,24,9,8,1,1
1,49,15,6,10,1,1
2,81,14,5,4,2,9
1,38,14,9,8,1,1
1,55,22,9,NA,2,9
2,43,22,9,10,1,2
1,43,14,7,3,2,2
1,41,24,9,9,1,2
1,51,14,8,7,2,9
1,35,25,11,7,1,1
2,49,15,10,7,2,9
2,45,15,7,1,NA,NA
2,57,24,8,5,1,1
2,42,22,9,4,2,1
2,49,22,7,6,2,9
1,29,22,8,10,1,5
1,66,14,9,NA,1,1
1,76,24,8,6,2,3
2,43,17,5,7,3,NA
2,63,22,7,10,NA,NA
2,47,22,6,1,NA,NA
1,48,24,9,9,1,9
2,82,14,8,7,1,9
2,37,22,7,7,1,3
2,69,17,9,3,1,3
1,49,17,3,6,1,5
1,40,16,5,8,1,1
1,60,15,9,NA,1,1
1,29,24,10,9,1,2
2,44,22,7,10,1,9
1,54,15,11,8,1,2
1,68,22,9,6,1,6
2,57,25,6,4,2,2
2,36,22,4,7,1,1
2,73,22,9,8,2,2
1,55,14,6,10,1,3
1,51,22,4,9,1,2
1,61,16,11,7,4,NA
2,44,22,10,9,1,9
2,14,22,8,10,1,2
2,55,16,8,6,1,3
2,52,24,7,2,1,1
2,60,22,8,7,3,NA
1,70,16,8,3,1,3
2,73,15,7,4,2,1
2,59,22,7,7,2,1
2,76,16,9,10,1,3
2,32,15,5,7,1,2
1,61,22,7,6,1,7
2,36,24,6,8,1,2
2,38,22,9,8,1,2
1,63,22,9,7,1,1
2,63,14,7,7,1,2
2,78,25,6,5,2,2
2,62,14,9,9,1,1
1,52,24,7,10,1,1
1,32,15,9,5,1,5
1,36,24,5,9,1,4
2,19,22,6,NA,1,2
1,30,24,4,9,1,4
1,79,17,5,7,6,NA
2,58,14,6,7,1,9
2,59,14,6,7,1,2
2,28,24,4,5,2,9
2,68,22,5,10,1,3
1,56,15,9,7,1,1
1,60,24,11,8,1,1
2,17,24,5,10,1,9
1,47,22,8,9,1,2
2,38,14,7,10,1,2
2,68,22,9,7,2,3
2,81,25,8,7,1,1
1,41,16,8,8,1,2
1,40,14,7,8,1,1
2,68,22,11,6,2,9
2,69,24,5,3,1,9
2,59,25,9,7,1,9
2,31,14,9,5,2,9
2,66,22,6,NA,2,3
2,64,24,10,6,2,4
2,38,22,7,7,1,1
2,72,22,9,7,1,9
2,55,17,10,NA,1,9
2,75,14,7,10,2,2
2,58,14,6,9,1,1
2,37,14,7,6,1,9
2,65,15,6,6,2,3
2,77,22,8,8,1,2
2,29,24,9,6,1,1
1,51,22,9,NA,1,9
1,62,24,4,0,4,NA
2,52,22,7,10,1,1
2,56,22,9,6,2,9
1,77,22,10,5,1,1
1,65,24,5,6,1,6
1,38,24,7,7,1,9
1,46,14,5,4,1,9
2,31,22,7,7,1,2
2,59,24,7,7,1,1
1,21,14,8,10,2,7
2,50,20,8,7,1,1
2,63,24,5,2,1,7
2,46,15,7,6,1,3
2,66,14,9,9,1,3
1,69,16,7,8,1,2
2,68,22,10,6,NA,NA
1,37,14,9,10,1,2
1,35,24,10,9,3,NA
2,66,25,7,10,1,2
2,65,15,5,5,6,NA
2,40,14,7,8,1,2
2,33,24,5,6,2,9
1,67,15,10,6,2,5
2,42,25,7,10,1,2
2,68,22,8,4,1,2
2,37,24,6,2,1,1
2,47,22,5,7,1,2
2,62,24,7,7,1,9
2,41,22,7,10,1,2
2,57,14,7,8,1,9
2,30,22,8,7,1,2
1,66,22,5,3,3,NA
1,34,24,9,9,1,4
2,37,15,5,NA,2,9
1,39,15,7,8,1,1
2,24,24,7,5,1,9
2,51,15,9,9,1,1
2,19,15,6,10,1,5
2,56,24,8,6,2,4
2,65,14,9,6,NA,NA
2,72,15,9,1,2,2
2,44,24,7,NA,1,4
1,19,15,9,8,1,1
1,67,22,6,7,1,3
1,28,15,6,NA,1,2
2,39,24,5,6,2,9
2,30,24,9,9,1,4
2,51,22,9,9,1,3
2,76,24,7,8,1,1
1,51,24,9,7,1,3
2,69,22,7,6,1,1
2,49,24,7,8,1,1
2,60,14,7,3,1,5
2,38,24,7,NA,2,5
2,64,24,6,NA,2,1
1,64,14,9,7,1,3
1,54,24,10,8,1,6
2,71,22,7,9,1,3
2,61,22,7,6,1,1
2,61,24,8,7,1,2
2,48,24,10,4,1,1
1,52,15,5,10,1,3
2,35,22,9,7,1,1
2,80,22,8,9,1,1
2,67,22,9,7,1,3
1,24,24,9,NA,1,2
2,57,15,6,6,2,9
2,44,24,5,1,3,NA
1,22,24,11,9,1,1
1,49,24,5,8,1,1
1,63,22,9,8,NA,NA
1,27,22,8,10,1,2
1,82,15,8,NA,1,5
2,38,22,7,1,1,1
2,81,22,8,10,1,1
2,32,24,9,5,1,2
2,80,22,8,2,1,1
1,38,25,5,4,1,9
2,37,24,5,8,1,4
2,38,24,5,NA,1,2
1,38,16,6,2,2,2
1,64,15,7,8,1,1
1,38,24,9,9,1,9
2,32,22,4,NA,1,2
2,40,16,7,6,1,9
1,35,22,8,7,1,2
1,41,16,7,9,1,1
2,62,22,3,6,6,NA
2,50,24,4,1,1,4
2,60,23,10,7,1,5
2,52,24,7,2,1,9
1,20,22,4,7,1,1
1,73,22,5,8,1,3
2,45,24,7,7,1,4
1,39,18,8,NA,1,3
1,15,24,5,10,1,3
1,42,15,7,9,1,1
2,50,16,9,9,1,2
2,33,22,5,NA,1,2
1,54,16,5,1,3,NA
2,37,15,5,8,1,5
2,67,22,5,2,3,NA
1,57,18,9,8,1,9
2,53,22,5,NA,1,3
2,54,20,7,5,1,9
2,49,22,7,5,1,1
2,75,18,7,6,2,3
1,75,24,8,10,1,2
2,66,14,7,7,1,3
2,46,15,5,7,1,2
2,69,24,6,10,1,1
2,46,22,5,0,6,NA
1,44,25,6,6,2,9
2,54,14,4,7,1,2
2,30,22,5,8,1,2
2,34,22,9,10,1,1
2,77,22,9,6,1,3
2,54,22,7,9,1,1
2,78,22,8,8,2,1
1,64,14,7,10,1,2
1,81,16,5,1,2,5
1,66,15,7,7,1,3
2,51,22,11,3,1,1
2,70,22,6,6,1,1
1,68,14,9,7,6,NA
1,57,22,9,8,1,9
2,69,20,9,8,1,1
2,57,22,10,10,1,3
1,32,20,5,8,1,1
1,50,15,10,7,1,1
1,56,22,6,NA,2,3
2,61,22,9,0,2,2
2,35,15,7,10,1,1
1,26,15,8,10,1,1
2,70,14,10,7,NA,NA
2,72,22,9,9,1,1
2,46,16,9,10,1,5
1,51,24,9,6,1,1
1,77,22,7,8,1,3
2,66,22,7,3,2,5
2,70,22,9,10,1,1
2,41,22,7,6,1,1
2,58,22,5,5,1,3
2,51,24,7,10,1,1
1,67,22,7,6,2,3
2,20,22,5,6,2,3
2,52,17,9,4,1,9
1,56,24,5,8,1,2
1,41,14,8,7,1,6
2,41,16,8,9,1,1
1,29,25,9,10,1,7
2,33,15,8,6,1,5
2,55,22,9,10,1,2
2,43,24,9,10,1,9
2,63,24,9,5,5,NA
2,39,22,7,7,1,9
1,36,25,8,7,1,3
2,34,14,9,8,1,2
1,43,15,6,10,1,2
1,64,22,9,10,1,1
2,23,23,5,8,2,9
2,53,22,9,8,1,9
1,71,22,10,7,2,1
2,36,15,6,7,1,7
2,49,15,9,3,2,9
1,61,22,9,9,1,2
2,59,22,8,8,1,9
2,27,15,5,8,1,9
2,81,22,4,6,2,1
2,45,22,8,7,1,1
2,68,22,10,8,1,2
2,47,15,6,6,1,2
2,25,15,6,10,1,2
2,61,14,12,2,1,9
2,36,24,5,2,3,NA
2,44,20,7,10,1,3
1,43,24,6,7,1,4
2,43,17,9,9,1,2
2,59,14,9,10,1,2
2,55,16,7,0,4,NA
1,33,24,7,8,1,9
1,41,24,4,7,1,2
2,39,14,9,10,1,2
2,34,22,7,2,NA,NA
2,51,22,7,6,2,2
1,20,14,5,10,1,1
2,77,14,9,9,1,2
2,54,20,9,8,1,5
1,36,24,10,0,1,4
1,42,14,7,6,1,2
1,72,14,6,9,1,5
2,63,22,7,8,1,3
1,56,24,10,10,1,9
2,51,24,4,3,4,NA
2,59,24,5,NA,1,2
1,68,25,8,8,NA,NA
1,67,20,11,9,1,1
2,35,15,8,8,1,5
1,48,24,7,7,1,5
1,40,15,10,10,1,1
1,47,25,6,8,1,3
2,36,14,3,4,2,2
1,81,22,4,7,5,NA
2,37,15,9,8,1,3
2,58,14,5,2,1,2
2,66,24,7,3,1,9
2,55,22,7,9,1,1
1,46,22,6,8,1,1
2,58,20,7,0,1,6
2,59,22,8,8,NA,NA
1,26,22,6,9,2,2
2,42,22,7,9,1,2
2,39,14,9,NA,1,9
2,66,22,9,NA,1,9
2,33,15,9,10,1,7
2,60,18,8,7,1,2
1,27,18,8,9,1,1
1,31,22,7,9,1,2
2,48,22,11,7,2,1
1,66,14,7,10,1,2
2,49,24,6,8,1,9
2,80,22,8,6,NA,NA
2,55,24,5,5,1,4
2,82,15,5,8,1,5
2,55,22,10,10,1,1
1,34,15,9,10,1,9
2,43,24,9,3,2,5
2,44,14,4,10,1,1
2,36,24,5,7,1,2
2,28,14,7,NA,1,2
1,21,15,9,NA,1,1
2,42,22,5,8,1,2
2,41,25,6,6,1,2
1,69,15,9,6,NA,NA
2,45,16,7,7,1,9
1,38,15,7,8,2,5
1,80,24,4,2,2,4
2,48,15,9,9,1,2
1,56,22,10,3,NA,NA
2,77,22,5,2,2,3
2,37,22,9,7,2,1
2,34,22,10,9,1,1
2,36,25,5,8,1,2
1,51,22,5,0,6,NA
2,48,15,5,8,1,3
2,30,24,6,6,1,9
2,76,15,9,3,3,NA
1,61,14,7,6,2,2
2,38,22,9,10,1,1
2,75,18,10,9,1,3
1,79,15,8,8,1,3
2,65,22,9,8,2,1
2,71,24,5,2,2,9
1,31,15,7,8,1,2
2,56,22,10,10,1,3
1,44,15,7,8,1,2
1,42,14,7,8,1,2
1,71,15,10,NA,2,3
1,39,24,7,10,1,1
2,25,24,5,10,1,9
2,45,14,7,4,2,1
1,36,22,5,8,1,1
2,65,14,9,9,1,9
2,58,14,7,10,1,2
2,39,15,10,10,1,2
2,47,14,9,10,1,2
2,32,15,10,5,2,1
2,26,16,4,5,1,2
1,44,22,6,9,1,1
2,68,22,10,8,1,3
2,59,22,9,10,1,2
3,62,22,6,7,2,2
1,43,22,7,9,1,2
1,61,24,4,3,2,4
1,47,24,9,7,1,3
1,51,22,11,10,1,3
1,36,14,7,8,1,2
2,30,24,6,10,1,2
1,39,24,5,10,1,9
1,27,24,10,1,2,4
2,68,18,8,9,1,1
1,38,22,9,7,2,1
2,74,16,5,5,1,2
2,35,25,9,7,1,3
2,74,14,9,4,NA,NA
1,45,22,5,10,1,2
1,53,25,7,10,1,9
2,33,22,11,9,1,1
1,27,22,9,2,1,9
1,61,24,7,5,1,9
1,59,22,9,4,2,1
1,69,15,9,10,1,1
1,74,22,6,4,2,1
1,20,22,7,10,1,2
2,66,16,10,4,1,2
2,32,22,5,9,1,2
2,54,24,11,3,1,9
2,72,17,7,6,1,9
2,39,24,8,9,1,7
2,13,14,4,10,1,9
2,52,14,6,7,1,2
1,71,22,8,6,2,2
2,41,25,6,7,1,2
2,35,22,10,9,1,2
1,48,22,9,6,1,2
2,63,25,6,10,1,2
1,38,22,9,8,1,9
2,39,24,7,1,2,9
2,28,24,5,5,1,4
2,69,22,7,7,1,9
1,78,22,6,3,3,NA
1,47,24,11,5,2,4
1,36,22,10,10,1,2
2,67,22,10,8,1,1
2,36,22,10,10,1,9
2,64,14,5,9,1,2
1,28,22,5,10,1,1
2,70,24,4,6,1,9
2,56,24,8,7,1,4
2,68,15,5,7,1,2
2,37,22,9,9,1,2
1,82,25,4,0,4,NA
1,39,24,9,7,1,9
2,37,22,9,8,1,2
2,68,22,6,10,1,1
1,51,20,9,6,2,2
1,53,15,10,8,1,1
1,51,16,7,NA,1,2
1,20,16,7,10,1,2
2,52,24,7,7,1,4
1,57,24,9,NA,1,9
1,50,15,5,10,1,9
2,34,22,9,9,1,9
1,52,16,9,NA,1,2
2,30,22,6,NA,1,1
1,48,15,9,8,1,2
2,64,16,5,9,3,NA
2,77,24,9,7,1,5
1,28,22,10,10,1,1
2,70,24,5,2,3,NA
1,53,14,9,0,2,9
1,77,22,9,9,1,2
2,29,22,2,10,1,1
2,42,22,7,10,1,9
1,24,16,8,8,1,1
2,78,24,7,6,1,9
2,40,22,7,8,1,3
1,37,25,9,9,1,2
2,82,24,5,8,1,2
1,82,22,5,7,5,NA
1,45,24,4,1,6,NA
1,63,14,5,7,1,2
2,76,14,8,6,1,2
1,76,15,5,7,2,5
2,80,15,6,8,1,1
1,28,22,11,4,1,2
1,80,22,5,4,2,1
2,79,15,5,7,1,2
1,46,15,7,9,1,5
2,76,15,6,7,2,1
2,35,14,5,8,1,3
1,76,15,6,8,4,NA
1,58,25,9,5,2,2
1,50,15,6,7,1,2
2,59,16,9,7,NA,NA
2,65,16,9,9,1,2
2,44,24,6,9,1,1
1,62,15,10,4,NA,NA
1,67,15,9,10,1,2
1,37,16,5,6,2,1
1,81,25,3,2,NA,NA
2,70,24,9,3,1,9
1,54,14,7,2,1,2
2,31,22,5,7,1,3
2,47,24,5,0,6,NA
2,69,16,5,10,NA,NA
1,44,24,9,9,1,4
1,68,24,11,4,2,9
1,46,16,5,5,1,9
1,63,24,9,7,1,5
1,31,22,9,9,1,2
2,58,14,6,10,1,2
2,40,22,6,10,1,1
1,32,25,3,3,1,3
2,51,24,4,0,4,NA
2,71,22,6,9,1,2
2,46,14,7,9,1,3
2,39,15,11,9,1,2
1,71,24,5,10,1,1
2,74,22,8,8,2,1
2,27,22,9,7,1,1
2,66,15,10,9,1,3
1,69,22,10,8,1,1
2,55,15,7,3,2,9
1,53,14,7,10,1,2
1,41,14,6,9,1,1
2,56,25,9,NA,1,2
2,20,15,10,8,1,1
2,63,14,7,3,1,1
1,48,24,6,7,1,1
1,64,24,9,6,2,9
1,46,24,12,10,1,4
2,77,22,5,2,2,9
1,73,22,4,0,4,NA
1,20,15,5,8,1,2
1,22,15,11,8,1,9
2,61,24,5,5,2,9
2,60,25,9,NA,2,1
1,52,14,6,0,2,2
2,45,24,10,3,1,5
2,47,24,7,6,1,9
2,67,22,9,7,1,3
2,35,22,8,9,1,1
1,33,15,10,7,1,1
1,73,16,8,7,1,1
1,68,22,9,5,2,9
1,60,14,5,7,1,1
1,63,14,10,8,1,9
2,30,22,6,10,1,2
2,36,22,10,7,1,2
1,27,22,10,8,1,9
1,32,22,10,9,1,1
2,67,22,10,9,1,5
2,76,22,7,7,2,3
1,60,24,5,10,1,4
2,36,22,5,NA,2,2
2,37,22,9,9,1,2
2,75,22,10,8,2,3
1,36,22,7,6,1,1
2,55,24,7,5,1,5
2,79,22,7,9,1,3
2,58,24,5,0,1,1
1,66,24,4,3,2,3
1,71,22,9,7,1,9
1,45,24,5,7,1,4
2,52,15,8,6,NA,NA
2,56,24,7,5,2,5
2,34,25,5,8,1,2
2,49,15,10,10,1,2
1,43,15,7,8,1,9
1,75,22,4,6,2,1
2,24,15,5,2,3,NA
1,65,22,9,6,1,3
2,20,22,7,6,1,1
1,60,24,9,2,4,NA
1,53,16,4,6,1,5
1,61,20,5,7,2,9
1,35,24,9,6,1,5
1,70,14,10,6,1,1
1,2,15,3,8,2,3
1,82,14,4,5,3,NA
1,45,22,9,10,1,2
2,71,22,6,10,1,2
1,36,15,7,10,1,6
1,32,22,7,10,1,9
2,68,24,4,5,1,4
2,34,16,9,10,1,9
1,28,22,5,5,3,NA
2,46,22,7,7,2,2
1,31,22,9,8,1,2
1,36,15,9,10,1,1
1,74,24,10,3,1,5
2,27,24,6,8,1,1
1,44,22,9,8,1,2
2,35,24,6,8,1,5
2,50,15,11,5,3,NA
1,37,24,6,3,1,4
2,32,24,9,6,1,1
1,33,24,6,3,1,1
2,49,24,5,NA,1,9
1,46,24,5,6,1,9
1,45,22,9,10,1,9
2,46,24,7,5,4,NA
1,35,24,6,7,1,4
1,39,24,5,6,1,1
1,40,16,6,2,1,9
2,54,22,9,7,1,9
1,52,22,9,8,1,2
2,62,22,7,NA,1,5
2,42,22,7,2,4,NA
2,52,22,9,7,1,1
2,73,20,5,9,1,7
1,22,15,11,10,1,2
2,38,24,7,5,1,9
2,63,24,6,4,2,9
2,38,24,11,7,2,1
2,56,14,2,4,2,9
1,23,22,5,8,1,3
2,23,24,7,10,1,4
2,47,14,6,10,1,2
1,39,17,9,3,2,9
2,73,22,9,7,1,9
2,56,22,6,7,2,9
1,37,24,8,9,1,1
2,62,22,9,10,1,1
2,68,22,9,7,1,1
2,44,22,7,9,1,3
2,43,24,9,10,1,2
2,72,22,9,3,2,1
1,40,22,11,7,1,5
2,45,22,9,10,1,1
1,70,24,7,2,1,1
2,45,22,5,10,1,1
2,76,22,9,4,2,5
2,65,22,6,6,1,3
2,57,24,4,7,1,4
1,40,22,9,9,1,1
1,35,22,6,8,1,9
2,50,16,7,8,1,2
2,36,24,5,6,1,1
2,32,22,7,8,1,2
1,52,24,9,8,1,3
2,28,22,9,6,1,1
2,28,22,8,10,1,1
1,52,14,6,3,2,1
2,65,22,10,NA,2,1
2,46,24,7,NA,1,9
2,42,24,4,9,1,9
2,70,24,5,6,NA,NA
1,35,24,8,1,4,NA
2,47,16,7,9,1,9
2,40,22,10,NA,1,1
2,33,24,7,10,1,1
2,77,22,8,3,2,1
2,72,22,7,8,1,2
2,66,24,7,8,1,3
2,70,16,10,8,1,1
2,78,24,7,6,1,9
2,14,22,9,6,NA,NA
1,37,24,7,6,1,1
1,55,24,6,5,1,1
1,52,24,10,8,2,1
2,75,24,6,6,2,3
2,74,24,6,4,NA,NA
1,78,20,12,5,6,NA
1,67,25,6,NA,NA,NA
2,57,22,11,9,1,1
2,81,22,6,NA,2,9
2,67,22,9,10,1,3
1,81,22,8,6,2,1
2,71,20,9,8,1,9
1,58,22,6,6,1,9
1,6,22,6,3,1,2
2,61,24,5,8,1,1
2,44,22,6,10,1,2
2,60,24,7,3,2,1
1,40,24,5,4,1,3
2,71,24,10,9,1,3
1,59,22,7,NA,1,5
2,50,24,4,7,2,4
2,43,24,6,4,2,7
2,55,22,9,NA,1,1
2,50,24,7,NA,2,3
2,70,22,9,7,1,1
2,56,22,9,3,1,1
2,60,22,7,NA,1,1
2,53,15,7,5,1,9
2,51,16,7,10,1,2
1,68,22,8,5,2,3
2,49,17,4,10,1,6
2,38,24,7,NA,1,1
1,46,22,9,7,2,2
2,81,22,8,3,3,NA
2,62,22,7,2,2,3
1,33,24,9,9,1,1
1,32,24,6,3,1,3
2,47,20,10,6,1,5
2,68,22,6,8,1,2
1,43,22,9,8,1,1
1,61,18,7,7,6,NA
1,48,22,8,3,1,3
2,72,14,6,4,1,3
2,28,20,5,9,1,1
1,59,22,6,9,1,2
1,78,22,10,8,2,1
2,59,22,5,3,1,9
1,78,14,6,7,1,2
2,39,22,6,9,1,5
1,43,22,7,7,3,NA
2,45,22,2,5,NA,NA
2,63,22,7,9,1,3
2,62,22,3,5,2,2
2,58,24,9,7,1,9
1,34,24,10,10,1,1
2,60,14,8,8,1,3
2,35,15,9,10,1,1
1,31,22,8,10,1,2
1,44,22,6,10,1,3
2,50,22,5,0,1,5
2,36,22,9,7,2,9
2,39,15,9,8,1,2
1,65,20,11,9,1,9
2,38,14,5,10,1,2
2,67,22,6,7,2,3
2,68,22,7,5,2,6
1,51,22,6,7,1,1
2,64,17,5,3,1,1
1,62,24,9,7,1,1
1,18,22,5,10,1,1
1,81,22,8,6,1,1
2,58,22,7,10,1,6
2,35,14,9,8,1,2
1,19,25,5,8,1,1
1,43,24,5,NA,1,4
2,68,22,10,9,1,3
2,35,22,6,7,1,1
2,76,18,4,0,3,NA
2,44,24,6,4,2,2
1,31,22,9,10,1,2
2,80,22,6,9,1,1
1,43,15,7,10,1,2
2,44,15,9,8,1,1
2,51,24,5,1,2,9
1,62,14,7,7,1,2
2,59,22,7,8,NA,NA
2,64,16,5,8,1,2
1,28,15,5,5,2,1
2,33,24,5,3,2,9
1,72,22,4,9,1,1
1,20,22,8,10,1,2
2,55,22,7,4,1,9
2,35,15,5,9,1,2
2,64,22,11,5,1,2
2,43,17,7,10,1,2
1,69,25,5,7,1,2
2,67,16,9,9,1,2
1,37,22,7,6,1,1
2,70,24,10,9,1,1
2,52,25,5,6,1,2
2,77,22,5,4,NA,NA
2,61,16,9,NA,NA,NA
1,52,14,5,6,3,NA
1,50,24,5,7,2,1
1,81,15,10,8,2,1
2,73,24,7,6,1,3
1,67,16,2,10,2,1
2,44,15,9,NA,1,3
2,57,24,11,10,1,4
1,26,24,9,9,1,1
1,72,22,9,6,1,2
2,58,14,7,6,1,2
2,74,14,9,5,1,5
1,47,24,8,3,1,1
1,60,22,9,4,3,NA
2,64,22,7,10,1,1
2,52,24,5,5,1,1
2,60,22,6,5,1,3
2,76,23,9,7,1,1
1,50,22,7,9,2,2
2,35,22,5,8,1,1
2,41,14,5,5,1,3
2,41,14,7,6,1,2
1,33,24,5,7,1,4
1,13,20,11,9,1,2
2,75,24,9,5,1,1
1,38,24,9,8,1,1
1,40,14,7,NA,2,2
1,37,22,5,10,1,1
2,58,22,10,9,1,3
1,60,14,9,NA,NA,NA
2,77,14,5,10,1,9
2,47,24,7,4,2,9
1,34,22,9,8,1,5
2,52,22,7,NA,1,2
2,31,24,9,4,3,NA
1,25,16,10,10,1,1
1,43,16,5,3,1,2
2,69,14,7,7,2,1
2,76,17,5,4,3,NA
1,30,14,11,8,1,2
1,49,22,11,0,6,NA
1,56,18,9,8,1,2
2,55,14,9,NA,1,2
2,34,22,7,9,2,1
2,70,17,11,8,1,3
2,37,14,7,10,1,2
2,30,24,5,10,1,1
1,80,24,9,4,NA,NA
2,29,14,10,3,1,2
1,36,24,6,7,2,1
1,34,24,7,3,1,9
2,61,22,8,8,1,1
2,52,22,9,2,1,1
2,44,25,7,10,1,3
2,43,25,6,9,1,2
2,52,24,5,10,1,3
1,54,24,9,9,1,1
1,41,14,7,6,1,2
1,40,24,6,7,1,4
1,29,14,7,8,1,9
2,42,25,5,10,1,2
2,69,24,6,5,2,5
2,53,15,9,1,1,7
2,40,24,7,NA,1,4
1,52,15,11,9,1,1
1,52,24,11,8,1,9
1,24,24,8,10,1,4
1,61,22,8,10,1,3
1,41,22,8,10,1,9
2,43,24,5,6,1,4
2,41,14,5,8,1,2
2,66,16,9,6,1,1
1,59,24,5,10,1,2
1,57,22,10,7,2,2
2,52,22,9,7,1,1
2,45,16,9,7,1,9
1,70,17,5,10,1,3
2,46,14,9,7,1,9
1,61,22,6,9,1,1
1,62,20,9,10,NA,NA
1,37,15,5,6,2,2
1,61,22,7,9,1,9
2,71,22,10,7,2,3
1,40,22,10,7,2,2
2,33,15,6,8,1,9
1,80,16,5,6,3,NA
2,51,14,8,10,1,2
1,24,22,5,10,1,2
2,61,22,9,0,2,2
2,42,22,7,7,6,NA
2,49,14,9,9,1,5
1,36,22,5,9,NA,NA
2,59,22,7,7,1,2
2,37,22,7,9,NA,NA
1,73,24,7,5,1,5
2,51,22,9,4,1,1
1,22,24,7,7,1,4
1,28,22,9,8,1,2
2,36,22,8,7,1,1
1,81,14,6,8,2,1
2,45,24,10,10,1,9
2,53,16,10,10,1,7
2,75,24,5,3,4,NA
1,52,24,7,9,2,9
2,45,16,9,9,1,2
2,40,15,8,7,2,3
2,81,17,7,6,2,5
2,43,22,7,6,1,1
1,33,22,7,10,1,6
2,46,24,10,7,1,2
2,36,22,8,10,1,5
1,67,14,6,2,2,3
2,66,24,9,9,NA,NA
1,42,24,9,10,1,2
1,43,24,5,NA,1,2
2,54,24,8,8,1,9
2,76,22,6,NA,2,3
2,52,22,9,10,1,1
1,49,22,7,8,1,9
2,48,22,6,4,1,9
2,78,22,9,7,1,2
2,29,24,4,1,1,3
2,51,18,6,8,2,3
2,78,24,8,4,1,9
2,48,22,10,6,2,2
2,53,24,10,5,1,2
2,28,24,5,NA,1,1
2,64,14,9,7,2,2
1,69,15,9,8,1,1
2,58,17,7,7,1,2
1,55,15,10,10,1,3
2,47,22,6,NA,1,3
2,73,15,9,10,1,5
2,67,22,10,9,1,1
2,68,24,5,4,1,9
1,70,22,8,1,2,2
3,40,16,7,9,1,9
2,75,22,4,8,1,3
1,34,14,4,10,1,2
1,33,22,9,8,1,2
1,46,15,7,9,1,3
1,52,22,11,7,NA,NA
2,43,22,8,8,1,3
1,58,15,4,3,4,NA
1,36,15,9,9,1,2
1,46,25,4,8,3,NA
2,40,14,9,3,1,2
2,31,24,9,8,1,4
1,26,24,6,9,1,4
1,29,24,5,8,1,4
1,62,15,8,7,1,3
1,65,22,7,10,1,2
2,71,18,5,0,6,NA
2,75,22,9,3,3,NA
2,50,15,5,5,3,NA
1,53,14,9,10,1,1
2,61,22,9,10,1,1
2,61,14,9,6,1,2
2,58,24,7,4,1,9
1,62,22,9,9,1,3
2,65,15,9,7,1,3
1,61,15,10,10,NA,NA
2,51,15,10,8,1,3
1,31,22,10,9,1,3
1,46,14,7,6,1,2
2,64,24,5,3,1,4
2,69,18,9,10,1,1
2,50,22,10,NA,NA,NA
2,33,22,7,9,1,2
1,43,17,9,10,1,1
2,78,24,5,5,3,NA
2,79,22,7,6,1,3
1,69,15,9,6,2,2
1,47,14,9,8,1,5
1,37,24,10,9,1,1
2,65,22,9,6,2,1
1,47,22,10,10,1,2
2,76,22,10,10,1,5
2,38,24,5,7,1,4
1,57,18,9,9,1,2
2,81,20,5,4,1,1
1,40,22,8,10,1,6
1,45,22,7,10,1,2
1,32,15,9,7,1,5
